Set_ID,Name,Year,Theme,Theme_Group,Subtheme,Category,Packaging,Num_Instructions,Availability,Pieces,Minifigures,Owned,Rating,USD_MSRP,Total_Quantity,Current_Price
231-1,Hospital,1978,Homemaker,Vintage,,Normal,{Not specified},0,{Not specified},379.0,,255.0,0.0,,0.0,
232-1,Bungalow,1978,Homemaker,Vintage,,Normal,{Not specified},0,{Not specified},445.0,,180.0,0.0,,0.0,
278-1,Television Room,1978,Homemaker,Vintage,,Normal,{Not specified},0,{Not specified},104.0,,126.0,0.0,,0.0,
297-1,Nursery,1978,Homemaker,Vintage,,Normal,{Not specified},0,{Not specified},167.0,1.0,134.0,0.0,,0.0,
300-1,"Road Plates, Junction",1978,Town,Modern day,Accessories,Normal,Shrink-wrapped,0,Retail,2.0,,1410.0,3.7,,0.0,
301-1,"Road Plates, Curved",1978,Town,Modern day,Accessories,Normal,Shrink-wrapped,0,Retail,2.0,,1421.0,3.7,,0.0,
302-1,"Road Plates, Straight",1978,Town,Modern day,Accessories,Normal,Shrink-wrapped,0,Retail,2.0,,1390.0,3.6,,0.0,
316-1,Fire Fighting Launch,1978,LEGOLAND,Vintage,Boats,Normal,{Not specified},0,{Not specified},133.0,,591.0,0.0,,0.0,
330-2,Gas Station,1978,Building Set with People,Vintage,,Normal,{Not specified},0,{Not specified},211.0,,57.0,0.0,,0.0,
340-2,Fire Trucks,1978,Building Set with People,Vintage,,Normal,{Not specified},0,{Not specified},274.0,,41.0,0.0,,0.0,
374-1,Fire Station,1978,Town,Modern day,Classic,Normal,Box,0,Retail,349.0,4.0,834.0,4.4,,0.0,
375-2,Castle,1978,Castle,Historical,Classic,Normal,Box,0,Retail - limited,767.0,14.0,2530.0,4.6,,0.0,
376-2,House with Garden,1978,Town,Modern day,Classic,Normal,{Not specified},0,{Not specified},221.0,2.0,1186.0,4.1,,0.0,
377-1,Shell Service Station,1978,Town,Modern day,Classic,Normal,{Not specified},0,{Not specified},179.0,2.0,1691.0,3.9,,0.0,
398-1,USS Constellation,1978,Hobby Set,Vintage,,Normal,{Not specified},0,{Not specified},973.0,,191.0,0.0,,0.0,
462-1,Rocket Launcher,1978,Space,Action/Adventure,Classic,Normal,{Not specified},0,{Not specified},76.0,2.0,2825.0,4.0,,0.0,
483-1,Alpha-1 Rocket Base,1978,Space,Action/Adventure,Classic,Normal,{Not specified},0,{Not specified},187.0,3.0,2261.0,4.5,,0.0,
487-1,Space Cruiser,1978,Space,Action/Adventure,Classic,Normal,{Not specified},0,{Not specified},170.0,2.0,1713.0,4.4,,0.0,
493-1,Space Command Center,1978,Space,Action/Adventure,Classic,Normal,Box,0,Retail,189.0,4.0,1193.0,4.1,,0.0,
528-1,Building Set,1978,Duplo,Pre-school,,Normal,Box,0,Retail - limited,20.0,,26.0,0.0,,0.0,
529-1,Animals,1978,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},39.0,,14.0,0.0,,0.0,
534-1,Bath-Toy Boat,1978,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},3.0,1.0,166.0,0.0,,0.0,
554-1,Fuel Pumper,1978,Town,Modern day,Classic,Normal,{Not specified},0,{Not specified},79.0,1.0,637.0,4.1,,0.0,
575-1,Coast Guard Station,1978,Town,Modern day,,Normal,{Not specified},0,{Not specified},319.0,5.0,376.0,0.0,,0.0,
575-2,Coast Guard Station (Canadian version),1978,Town,Modern day,,Normal,{Not specified},0,{Not specified},284.0,5.0,24.0,0.0,,0.0,
590-1,Engine Co. No. 9,1978,Town,Modern day,,Normal,{Not specified},0,{Not specified},353.0,4.0,451.0,4.0,,0.0,
600-2,Police Car,1978,Town,Modern day,Classic,Normal,{Not specified},0,{Not specified},23.0,1.0,1696.0,3.3,,0.0,
601-1,Shell Filling Station,1978,Town,Modern day,Classic,Normal,{Not specified},0,{Not specified},13.0,1.0,753.0,0.0,,0.0,
602-1,Fire Chief's Car,1978,Town,Modern day,Classic,Normal,{Not specified},0,{Not specified},29.0,1.0,1503.0,3.3,,0.0,
603-1,Motorbike,1978,Town,Modern day,Classic,Normal,{Not specified},0,{Not specified},26.0,1.0,625.0,0.0,,0.0,
604-1,Shell Service Car,1978,Town,Modern day,Classic,Normal,{Not specified},0,{Not specified},28.0,1.0,935.0,0.0,,0.0,
605-1,Street Crew,1978,Town,Modern day,Classic,Normal,{Not specified},0,{Not specified},18.0,1.0,980.0,3.4,,0.0,
606-1,Ambulance,1978,Town,Modern day,Classic,Normal,{Not specified},0,{Not specified},30.0,1.0,1005.0,0.0,,0.0,
620-1,Fire Truck,1978,Town,Modern day,Classic,Normal,{Not specified},0,{Not specified},37.0,1.0,912.0,0.0,,0.0,
621-1,Police Car,1978,Town,Modern day,Classic,Normal,{Not specified},0,{Not specified},39.0,1.0,1081.0,3.8,,0.0,
622-1,Tipper Truck,1978,Town,Modern day,Classic,Normal,{Not specified},0,{Not specified},45.0,,1383.0,3.5,,0.0,
623-1,Red Cross Car,1978,Town,Modern day,Classic,Normal,{Not specified},0,{Not specified},38.0,1.0,742.0,0.0,,0.0,
625-1,Tractor Digger,1978,Town,Modern day,Classic,Normal,{Not specified},0,{Not specified},31.0,1.0,1475.0,3.5,,0.0,
626-2,Red Cross Helicopter,1978,Town,Modern day,Classic,Normal,{Not specified},0,{Not specified},37.0,,776.0,0.0,,0.0,
628-2,Police Helicopter,1978,LEGOLAND,Vintage,,Normal,{Not specified},0,{Not specified},39.0,,47.0,0.0,,0.0,
640-2,Fire Truck and Trailer,1978,Town,Modern day,Classic,Normal,{Not specified},0,{Not specified},45.0,1.0,724.0,3.8,,0.0,
641-1,Excavator,1978,Town,Modern day,Classic,Normal,{Not specified},0,{Not specified},41.0,1.0,793.0,3.6,,0.0,
642-1,Tow Truck and Car,1978,Town,Modern day,Classic,Normal,Box,0,Retail,44.0,,1085.0,0.0,,1.0,299.9900
643-1,Flatbed Truck,1978,Town,Modern day,Classic,Normal,{Not specified},0,{Not specified},39.0,2.0,498.0,0.0,,0.0,
644-2,Police Mobile Patrol,1978,Town,Modern day,Classic,Normal,{Not specified},0,{Not specified},64.0,1.0,984.0,3.3,,0.0,
670-1,Mobile Crane,1978,Town,Modern day,Classic,Normal,{Not specified},0,{Not specified},55.0,1.0,591.0,0.0,,0.0,
671-1,Shell Petrol Tanker,1978,Town,Modern day,Classic,Normal,{Not specified},0,{Not specified},77.0,1.0,2195.0,3.6,,0.0,
672-1,Fire Engine and Trailer,1978,Town,Modern day,Classic,Normal,{Not specified},0,{Not specified},70.0,1.0,648.0,0.0,,0.0,
673-1,Rally Car and Motorbike,1978,Town,Modern day,Classic,Normal,{Not specified},0,{Not specified},65.0,2.0,873.0,0.0,,0.0,
674-1,Forklift and Truck,1978,Town,Modern day,Classic,Normal,{Not specified},0,{Not specified},55.0,1.0,411.0,0.0,,0.0,
709-1,Police Boat,1978,Town,Modern day,,Normal,{Not specified},0,{Not specified},53.0,1.0,770.0,0.0,,0.0,
745-1,"Baseplate, Green",1978,Basic,Basic,Supplementaries,Normal,{Not specified},0,{Not specified},1.0,,173.0,0.0,,0.0,
746-1,"Baseplates, Green and Yellow",1978,Basic,Basic,Supplementaries,Normal,{Not specified},0,{Not specified},2.0,,48.0,0.0,,0.0,
747-1,"Baseplates, Red and Blue",1978,Basic,Basic,Supplementaries,Normal,{Not specified},0,{Not specified},2.0,,60.0,0.0,,0.0,
775-1,Fire Fighter,1978,LEGOLAND,Vintage,,Normal,{Not specified},0,{Not specified},133.0,,434.0,0.0,,0.0,
854-1,Go-Kart,1978,Technic,Technical,,Normal,Box,0,Retail,206.0,,2547.0,4.1,,0.0,
855-1,Mobile Crane,1978,Technic,Technical,,Normal,Box,0,Retail,512.0,,1013.0,4.0,,0.0,
872-1,Two Gear Blocks,1978,Technic,Technical,Supplementary,Normal,Box,0,Retail,77.0,,913.0,3.4,,0.0,
948-1,Go-Kart,1978,Technic,Technical,,Normal,Box,0,Retail,206.0,,765.0,0.0,,1.0,349.9900
952-1,Farm Tractor,1978,Technic,Technical,,Normal,Box,0,Retail,316.0,,416.0,0.0,,0.0,
954-1,Sky Copter,1978,Technic,Technical,,Normal,Box,0,Retail,365.0,,151.0,0.0,,0.0,
956-1,Auto Chassis,1978,Technic,Technical,,Normal,Box,0,Retail,599.0,,464.0,0.0,,0.0,
960-1,Power Pack,1978,Technic,Technical,Supplementary,Normal,Box,0,Retail,22.0,,371.0,0.0,,0.0,
961-1,Parts Pack,1978,Technic,Technical,Supplementary,Normal,Box,0,Retail,78.0,,245.0,0.0,,0.0,
970-1,Lighting Bricks,1978,Basic,Basic,Supplementaries,Normal,{Not specified},0,{Not specified},17.0,,1241.0,3.8,,0.0,
1117-1,Axles and Bushes,1978,Service Packs,Miscellaneous,Technic,Normal,Polybag,0,{Not specified},24.0,,19.0,0.0,,0.0,
1175-1,4.5V Motor,1978,Service Packs,Miscellaneous,Technic,Normal,{Not specified},0,{Not specified},1.0,,26.0,0.0,,0.0,
1176-1,Gear racks and turntables,1978,Service Packs,Miscellaneous,Technic,Normal,Polybag,0,{Not specified},4.0,,23.0,0.0,,0.0,
1555-2,Sterling Airways Aircraft,1978,LEGOLAND,Vintage,Town,Normal,{Not specified},0,{Not specified},44.0,,46.0,0.0,,0.0,
1589-1,Town Square,1978,Town,Modern day,Special,Normal,{Not specified},0,{Not specified},458.0,5.0,320.0,0.0,,0.0,
1610-2,Airliner,1978,LEGOLAND,Vintage,,Normal,{Not specified},0,{Not specified},23.0,,130.0,0.0,,0.0,
1611-2,Aeroplane,1978,LEGOLAND,Vintage,,Normal,{Not specified},0,{Not specified},64.0,,140.0,0.0,,0.0,
1620-2,Chocolate Factory,1978,Town,Modern day,Special,Normal,{Not specified},0,{Not specified},236.0,3.0,423.0,0.0,,0.0,
7000-2,Educational Suitcase,1978,Gear,Miscellaneous,Bags,Gear,Box,0,Educational,,,13.0,0.0,,0.0,
0011-2,Town Minifigures,1979,Town,Modern day,Accessories,Normal,Blister pack,0,Retail - limited,3.0,3.0,63.0,0.0,,0.0,
0012-1,Space minifigures,1979,Space,Action/Adventure,Minifigure Pack,Normal,{Not specified},0,{Not specified},4.0,2.0,118.0,0.0,,0.0,
0013-1,Space minifigures,1979,Space,Action/Adventure,Minifigure Pack,Normal,{Not specified},0,{Not specified},4.0,2.0,105.0,0.0,,0.0,
0014-1,Space minifigures,1979,Space,Action/Adventure,Minifigure Pack,Normal,{Not specified},0,{Not specified},4.0,2.0,104.0,0.0,,0.0,
0015-1,Space minifigures,1979,Space,Action/Adventure,Minifigure Pack,Normal,{Not specified},0,{Not specified},18.0,3.0,129.0,0.0,,0.0,
0016-1,Castle Minifigures,1979,Castle,Historical,,Normal,{Not specified},0,{Not specified},6.0,3.0,203.0,0.0,,0.0,
028-1,Nursery Furniture,1979,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},7.0,2.0,43.0,0.0,,0.0,
032-1,Living Room Furniture,1979,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},14.0,3.0,55.0,0.0,,0.0,
033-1,Farm Animals,1979,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},21.0,1.0,113.0,0.0,,0.0,
041-2,Play-Box,1979,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},4.0,,20.0,0.0,,0.0,
045-1,Farm,1979,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},65.0,5.0,69.0,0.0,,0.0,
071-1,Block Box,1979,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},24.0,,16.0,0.0,,0.0,
121-1,Roadster,1979,Fabuland,Junior,,Normal,{Not specified},0,{Not specified},22.0,1.0,213.0,0.0,,0.0,
128-1,Taxi Station,1979,Fabuland,Junior,,Normal,{Not specified},0,{Not specified},33.0,1.0,182.0,0.0,,0.0,
132-1,Cottage,1979,Fabuland,Junior,,Normal,{Not specified},0,{Not specified},113.0,2.0,159.0,0.0,,0.0,
134-2,Service Station,1979,Fabuland,Junior,,Normal,{Not specified},0,{Not specified},59.0,2.0,124.0,0.0,,0.0,
137-1,Hospital,1979,Fabuland,Junior,,Normal,{Not specified},0,{Not specified},106.0,3.0,130.0,0.0,,0.0,
140-1,Town Hall,1979,Fabuland,Junior,,Normal,{Not specified},0,{Not specified},134.0,3.0,105.0,0.0,,0.0,
261-1,Bathroom,1979,Homemaker,Vintage,,Normal,{Not specified},0,{Not specified},164.0,1.0,151.0,0.0,,0.0,
268-1,Family Room,1979,Homemaker,Vintage,,Normal,{Not specified},0,{Not specified},244.0,2.0,174.0,0.0,,0.0,
269-1,Kitchen,1979,Homemaker,Vintage,,Normal,{Not specified},0,{Not specified},212.0,1.0,264.0,0.0,,0.0,
305-1,Two Crater Plates,1979,Space,Action/Adventure,Classic,Normal,{Not specified},0,{Not specified},2.0,,2906.0,4.0,,0.0,
306-1,Two Lunar Landing Plates,1979,Space,Action/Adventure,Classic,Normal,{Not specified},0,{Not specified},2.0,,1853.0,4.2,,0.0,
308-1,Bracelet,1979,Scala,Girls,Jewellery,Normal,{Not specified},0,{Not specified},38.0,,69.0,0.0,,0.0,
309-1,Bracelet,1979,Scala,Girls,Jewellery,Normal,{Not specified},0,{Not specified},38.0,,74.0,0.0,,0.0,
310-2,Pendant,1979,Scala,Girls,Jewellery,Normal,{Not specified},0,{Not specified},29.0,,87.0,0.0,,0.0,
311-2,Pendant,1979,Scala,Girls,Jewellery,Normal,{Not specified},0,{Not specified},29.0,,64.0,0.0,,0.0,
312-2,Bracelet and Pendant,1979,Scala,Girls,Jewellery,Normal,{Not specified},0,{Not specified},1.0,,56.0,0.0,,0.0,
313-2,Bracelet and Pendant,1979,Scala,Girls,Jewellery,Normal,{Not specified},0,{Not specified},137.0,,52.0,0.0,,0.0,
324-1,Ricky Racoon on his Scooter,1979,Fabuland,Junior,,Normal,{Not specified},0,{Not specified},2.0,1.0,784.0,3.3,,0.0,
325-2,Percy Pig with his Barrow,1979,Fabuland,Junior,,Normal,{Not specified},0,{Not specified},3.0,1.0,529.0,0.0,,0.0,
328-1,Michael Mouse and his New Car,1979,Fabuland,Junior,,Normal,{Not specified},0,{Not specified},22.0,1.0,391.0,0.0,,0.0,
329-2,Bernard Bear and his Delivery Lorry,1979,Fabuland,Junior,,Normal,{Not specified},0,{Not specified},27.0,1.0,319.0,0.0,,0.0,
338-2,Blondi the Pig and Taxi Station,1979,Fabuland,Junior,,Normal,{Not specified},0,{Not specified},37.0,1.0,245.0,0.0,,0.0,
341-2,Catherine Cat's House and Mortimer Mouse,1979,Fabuland,Junior,,Normal,{Not specified},0,{Not specified},123.0,2.0,223.0,0.0,,0.0,
344-2,Service Station with Billy Goat and Mike Monkey,1979,Fabuland,Junior,,Normal,{Not specified},0,{Not specified},80.0,2.0,146.0,0.0,,0.0,
347-3,Hospital - Lucy Lamb and Charlie Cat Visit Dr. Dog,1979,Fabuland,Junior,,Normal,{Not specified},0,{Not specified},205.0,3.0,147.0,0.0,,0.0,
350-3,Town Hall,1979,Fabuland,Junior,,Normal,{Not specified},0,{Not specified},122.0,3.0,136.0,0.0,,0.0,
361-2,Garage,1979,Town,Modern day,Classic,Normal,Box,0,Retail,79.0,1.0,1810.0,3.8,,0.0,
379-1,Bus Station,1979,Town,Modern day,Classic,Normal,{Not specified},0,{Not specified},172.0,4.0,1589.0,3.9,,0.0,
381-2,Police Headquarters,1979,Town,Modern day,Classic,Normal,Box,0,Retail,372.0,4.0,1601.0,4.1,,0.0,
383-2,Knight's Joust,1979,Castle,Historical,Classic,Normal,Box,0,Retail - limited,210.0,6.0,904.0,4.3,,0.0,
442-1,Space Shuttle,1979,Space,Action/Adventure,Classic,Normal,{Not specified},0,{Not specified},39.0,1.0,2536.0,4.0,,0.0,
452-1,Mobile Ground Tracking Station,1979,Space,Action/Adventure,Classic,Normal,{Not specified},0,{Not specified},76.0,1.0,1875.0,4.1,,0.0,
453-1,Two Crater Plates,1979,Space,Action/Adventure,Classic,Normal,{Not specified},0,{Not specified},2.0,,855.0,0.0,,0.0,
454-1,Two Lunar Landing Plates,1979,Space,Action/Adventure,Classic,Normal,{Not specified},0,{Not specified},2.0,,1243.0,3.9,,0.0,
497-1,Galaxy Explorer,1979,Space,Action/Adventure,Classic,Normal,{Not specified},0,{Not specified},338.0,4.0,2285.0,4.6,,0.0,
540-2,Police Units,1979,Town,Modern day,Classic,Normal,{Not specified},0,{Not specified},33.0,1.0,669.0,0.0,,0.0,
542-1,Street Crew,1979,Town,Modern day,Classic,Normal,{Not specified},0,{Not specified},45.0,2.0,706.0,0.0,,0.0,
551-1,"Road Plates, Junction",1979,Town,Modern day,Accessories,Normal,Shrink-wrapped,0,Retail,2.0,,513.0,0.0,,1.0,40.0000
552-1,"Road Plates, Curved",1979,Town,Modern day,Accessories,Normal,Shrink-wrapped,0,Retail,2.0,,537.0,4.2,,0.0,
553-1,"Road Plates, Straight",1979,Town,Modern day,Accessories,Normal,Shrink-wrapped,0,Retail,2.0,,507.0,0.0,,0.0,
556-1,Emergency Van,1979,Town,Modern day,Classic,Normal,{Not specified},0,{Not specified},70.0,1.0,418.0,0.0,,0.0,
558-1,Road Crane,1979,Town,Modern day,Classic,Normal,{Not specified},0,{Not specified},55.0,1.0,330.0,0.0,,0.0,
560-1,Town House,1979,Town,Modern day,Classic,Normal,{Not specified},0,{Not specified},221.0,2.0,485.0,0.0,,0.0,
588-1,Police Headquarters,1979,Town,Modern day,Classic,Normal,Box,0,Retail - limited,372.0,4.0,714.0,4.4,,0.0,
607-1,Mini Loader,1979,Town,Modern day,Classic,Normal,{Not specified},0,{Not specified},23.0,1.0,1670.0,2.8,,0.0,
608-2,Taxi,1979,Town,Modern day,Classic,Normal,{Not specified},0,{Not specified},25.0,1.0,1618.0,3.1,,1.0,99.9900
645-1,Police Helicopter,1979,Town,Modern day,Classic,Normal,{Not specified},0,{Not specified},57.0,1.0,1529.0,3.4,,0.0,
646-1,Auto Service,1979,Town,Modern day,Classic,Normal,{Not specified},0,{Not specified},43.0,1.0,1253.0,3.3,,1.0,188.4539
675-1,Snack Bar,1979,Town,Modern day,Classic,Normal,Box,0,Retail,64.0,2.0,2692.0,4.0,,0.0,
677-1,Knight's Procession,1979,Castle,Historical,Classic,Normal,Box,0,Retail - limited,48.0,6.0,1245.0,4.3,,0.0,
856-1,Bulldozer,1979,Technic,Technical,,Normal,Box,0,Retail,372.0,,1435.0,4.3,,0.0,
857-1,Motorbike with Sidecar,1979,Technic,Technical,,Normal,Box,0,Retail,409.0,,669.0,3.8,,0.0,
874-1,Yellow Beams with Connector Pegs,1979,Technic,Technical,Supplementary,Normal,Box,0,Retail,38.0,,193.0,0.0,,0.0,
875-1,Red Beams with Connector Pegs,1979,Technic,Technical,Supplementary,Normal,Box,0,Retail,38.0,,148.0,0.0,,0.0,
876-1,Blue Beams with Connector Pegs,1979,Technic,Technical,Supplementary,Normal,Box,0,Retail,38.0,,132.0,0.0,,0.0,
877-1,Steering Gear Parts,1979,Technic,Technical,Supplementary,Normal,Box,0,Retail,24.0,,148.0,0.0,,0.0,
878-1,Piston Parts,1979,Technic,Technical,Supplementary,Normal,Box,0,Retail,52.0,,134.0,0.0,,0.0,
879-1,Gear Wheels with Chain Links,1979,Technic,Technical,Supplementary,Normal,Box,0,Retail,87.0,,230.0,0.0,,0.0,
880-1,12 Volt Motor,1979,Technic,Technical,Supplementary,Normal,Box,0,Retail,22.0,,269.0,0.0,,0.0,
885-1,Space Scooter,1979,Space,Action/Adventure,Classic,Normal,{Not specified},0,{Not specified},20.0,1.0,3745.0,3.6,,0.0,
886-1,Space Buggy,1979,Space,Action/Adventure,Classic,Normal,{Not specified},0,{Not specified},20.0,1.0,5007.0,3.7,,0.0,
889-1,Radar Truck,1979,Space,Action/Adventure,Classic,Normal,{Not specified},0,{Not specified},29.0,1.0,3180.0,3.6,,0.0,
891-1,Two Seater Space Scooter,1979,Space,Action/Adventure,Classic,Normal,{Not specified},0,{Not specified},39.0,1.0,2470.0,3.7,,0.0,
894-1,Mobile Ground Tracking Station,1979,Space,Action/Adventure,Classic,Normal,{Not specified},0,{Not specified},76.0,1.0,1926.0,4.4,,0.0,
897-1,Mobile rocket launcher,1979,Space,Action/Adventure,Classic,Normal,{Not specified},0,{Not specified},76.0,2.0,3624.0,4.0,,0.0,
918-1,Space Transport,1979,Space,Action/Adventure,Classic,Normal,{Not specified},0,{Not specified},86.0,1.0,3998.0,4.2,,0.0,
920-2,Rocket Launch Pad,1979,Space,Action/Adventure,Classic,Normal,{Not specified},0,{Not specified},186.0,3.0,2219.0,4.5,,0.0,
924-1,Space Transporter,1979,Space,Action/Adventure,Classic,Normal,{Not specified},0,{Not specified},170.0,2.0,1952.0,4.6,,0.0,
926-1,Command Centre,1979,Space,Action/Adventure,Classic,Normal,{Not specified},0,{Not specified},173.0,4.0,1253.0,4.5,,0.0,
928-1,Space Cruiser And Moonbase,1979,Space,Action/Adventure,Classic,Normal,{Not specified},0,{Not specified},338.0,4.0,2854.0,4.8,,0.0,
950-1,Forklift,1979,Technic,Technical,,Normal,Box,0,Retail,208.0,,583.0,0.0,,0.0,
951-1,Bulldozer,1979,Technic,Technical,,Normal,Box,0,Retail,372.0,,362.0,0.0,,0.0,
955-1,Mobile Crane,1979,Technic,Technical,,Normal,Box,0,Retail,512.0,,253.0,0.0,,0.0,
1072-1,Supplementary LEGO Set,1979,Dacta,Educational,,Normal,{Not specified},0,{Not specified},304.0,,23.0,0.0,,0.0,
1083-2,50 x 50 LEGO Gray Baseplate,1979,Dacta,Educational,,Normal,{Not specified},0,{Not specified},1.0,,100.0,0.0,,0.0,
1091-1,Lego Educational Storage Cloth,1979,Dacta,Educational,,Normal,{Not specified},0,{Not specified},1.0,,44.0,0.0,,0.0,
1236-3,12V Technic Motor,1979,Service Packs,Miscellaneous,Technic,Normal,{Not specified},0,{Not specified},1.0,,20.0,0.0,,0.0,
7170-1,Educational Refill Pack,1979,Samsonite,Vintage,Educational,Normal,{Not specified},1,{Not specified},1112.0,,26.0,0.0,,0.0,
722-1,"Universal Building Set, 7+",1980,Basic,Basic,,Normal,{Not specified},0,{Not specified},301.0,,1055.0,4.5,,0.0,
733-1,"Universal Building Set, 7+",1980,Basic,Basic,,Normal,{Not specified},0,{Not specified},533.0,,632.0,0.0,,0.0,
744-1,"Universal Building Set with Motor, 7+",1980,Basic,Basic,,Normal,{Not specified},0,{Not specified},537.0,,800.0,4.5,,0.0,
820-1,Red Plates Parts Pack,1980,Basic,Basic,Supplementaries,Normal,{Not specified},0,{Not specified},34.0,,70.0,0.0,,0.0,
822-1,Blue Plates Parts Pack,1980,Basic,Basic,Supplementaries,Normal,{Not specified},0,{Not specified},34.0,,77.0,0.0,,0.0,
830-1,Red Bricks Parts Pack,1980,Basic,Basic,Supplementaries,Normal,{Not specified},0,{Not specified},46.0,,75.0,0.0,,0.0,
831-1,Black Bricks Parts Pack,1980,Basic,Basic,Supplementaries,Normal,{Not specified},0,{Not specified},46.0,,68.0,0.0,,0.0,
832-1,Blue Bricks Parts Pack,1980,Basic,Basic,Supplementaries,Normal,{Not specified},0,{Not specified},46.0,,70.0,0.0,,0.0,
833-1,White Bricks Parts Pack,1980,Basic,Basic,Supplementaries,Normal,{Not specified},0,{Not specified},46.0,,67.0,0.0,,0.0,
834-1,Yellow Bricks Parts Pack,1980,Basic,Basic,Supplementaries,Normal,{Not specified},0,{Not specified},46.0,,63.0,0.0,,0.0,
836-1,Doors and Windows Parts Pack,1980,Basic,Basic,Supplementaries,Normal,{Not specified},0,{Not specified},37.0,,207.0,0.0,,0.0,
837-1,Wheels and Tyres Parts Pack,1980,Basic,Basic,Supplementaries,Normal,{Not specified},0,{Not specified},28.0,,173.0,0.0,,0.0,
838-1,"Red Roof Bricks Parts Pack, 45°",1980,Basic,Basic,Supplementaries,Normal,Box,0,Retail,58.0,,215.0,0.0,,0.0,
839-1,"Red Roof Bricks Parts Pack, 33°",1980,Basic,Basic,Supplementaries,Normal,Box,0,Retail,42.0,,182.0,0.0,,0.0,
840-1,"Baseplate, Green",1980,Basic,Basic,Supplementaries,Normal,{Not specified},0,{Not specified},1.0,,212.0,0.0,,0.0,
841-1,"Baseplates, Green and Yellow",1980,Basic,Basic,Supplementaries,Normal,{Not specified},0,{Not specified},2.0,,166.0,0.0,,0.0,
842-1,"Baseplates, Red and Blue",1980,Basic,Basic,Supplementaries,Normal,{Not specified},0,{Not specified},2.0,,87.0,0.0,,0.0,
843-1,"Baseplate, Grey",1980,Basic,Basic,Supplementaries,Normal,{Not specified},0,{Not specified},1.0,,195.0,0.0,,0.0,
858-1,Auto Engines,1980,Technic,Technical,,Normal,Box,0,Retail,242.0,,148.0,0.0,,0.0,
1005-1,Wallboard/baseplate 40x80cm,1980,Education,Educational,,Normal,{Not specified},0,{Not specified},,,11.0,0.0,,0.0,
1041-2,Educational Duplo Building Set,1980,Dacta,Educational,,Normal,{Not specified},0,{Not specified},68.0,,16.0,0.0,,0.0,
1050-2,Universal set for boys and girls,1980,Dacta,Educational,,Normal,{Not specified},0,{Not specified},,,17.0,0.0,,0.0,
1062-1,{Town Vehicles},1980,Dacta,Educational,,Normal,{Not specified},0,{Not specified},172.0,6.0,61.0,0.0,,0.0,
1075-1,LEGO People Supplementary Set,1980,Dacta,Educational,,Normal,{Not specified},0,{Not specified},304.0,,53.0,0.0,,0.0,
1076-2,LEGO Car and Truck Supplementary Set,1980,Dacta,Educational,,Normal,{Not specified},0,{Not specified},,,16.0,0.0,,0.0,
1101-1,Replacement 4.5V Motor,1980,Service Packs,Miscellaneous,,Normal,Polybag,0,LEGO exclusive,1.0,,35.0,0.0,,0.0,
1103-1,Battery Box,1980,Service Packs,Miscellaneous,,Normal,Polybag,0,LEGO exclusive,1.0,,37.0,0.0,,0.0,
